Item_ID	Sentence	sentence_butNotBoth	sentence_and	HasPrecedingContent	HasFollowingContent	IsInDisfluency	HasMoreThanOneOr	HasHedge	containsNumber	eitherPresent	orNotPresent	sentenceHasVP	head	context
6363:73	it --n4059d8 amazes me how much the, the costs are going --n405a07 to go up over the next ten or fifteen years --n405a36.	it --n4059d8 amazes me how much the, the costs are going --n405a07 to go up over the next ten or fifteen years --n405a36, but not both.	it --n4059d8 amazes me how much the, the costs are going --n405a07 to go up over the next ten and fifteen years --n405a36.	yes	yes	no	no	no	yes	no	no	yes	S	###she said, now, do you all want him to go to a, a state college or a private college.### and, and our answer was, that, you know, we will have enough money --n4054c6 available for him to attend a state college.###and if he wants --n4055fd to go to a private college, he can get a scholarship to attend, you know.###and that was kind of our view on it.###it just costs too much,###you just can't do it, you know.###so, i don't know,### it's, it's,###i don't, uh,###it just amazing,
6435:41	i don't even remember if it was in the dallasite --n4076a8 or the insite --n4076bb one, about uh, companies allowing you,	i don't even remember if it was in the dallasite --n4076a8 or the insite --n4076bb one, about uh, companies allowing you, but not both.	i don't even remember if it was in the dallasite --n4076a8 and the insite --n4076bb one, about uh, companies allowing you,	yes	yes	no	no	no	no	no	no	yes	S	###and, yeah.###speakera79t79.###now it's up to you###it's menu selection, so, to speak.###speakerb80t80.###right.###speakera81t80.###speakerb82t82.###that sounds really good.###i read a thing,
6465:51	uh, and, and i would certainly support something like four to one or five to one	uh, and, and i would certainly support something like four to one or five to one, but not both.	uh, and, and i would certainly suppandt something like four to one and five to one	yes	yes	no	no	no	yes	no	no	yes	S	###and i don't believe any of us would have --n4084a9 to purchase any extra vacation days, if they did, that.###speakerb88t88.###well,###speakera89t88.###speakerb90t90.###true.###speakera91t90.###speakerb92t92.###true.###speakera93t93.
6480:57	but it should be a standard and, and not left --n408a48 up to either the whim or the current overhead rate t-, uh, that --n408a8b's running in each department.	but it should be a standard and, and not left --n408a48 up to either the whim or the current overhead rate t-, uh, that --n408a8b's running in each department, but not both.	but it should be a standard and, and not left --n408a48 up to either the whim and the current overhead rate t-, uh, that --n408a8b's running in each department.	yes	yes	no	no	no	no	yes	no	yes	S	###speakera95t94.###speakerb96t96.###yeah.###speakera97t96.###speakerb98t98.###yeah.###speakera99t98.###speakerb100t100.###yeah.###speakera101t101.
6505:69	the question was, um, what, what is your opinion of youth, uh, spending a year or two in, in public service --n4000a4.	the question was, um, what, what is your opinion of youth, uh, spending a year or two in, in public service --n4000a4, but not both.	the question was, um, what, what is your opinion of youth, uh, spending a year and two in, in public service --n4000a4.	yes	yes	no	no	no	yes	no	no	yes	S	###that's,###speakera105t105.###oh, i'm sure personalities always come into play.###speakerb106t106.###uh-huh.###speakera107t107.###uh, just in this size of organization,###speakerb108t107.###speakera1t1.###okay.
6514:90	seems like there's so many kids that --n4004b4 don't have any since of, you know, what they want --n4004ef to be --n4004fe or do --n40050d	seems like there's so many kids that --n4004b4 don't have any since of, you know, what they want --n4004ef to be --n4004fe or do --n40050d, but not both.	seems like there's so many kids that --n4004b4 don't have any since of, you know, what they want --n4004ef to be --n4004fe and do --n40050d	yes	yes	no	no	no	no	no	no	yes	S	###okay.###the question was, um, what, what is your opinion of youth, uh, spending a year or two in, in public service --n4000a4.###speakerb2t2.###i think it would be a great idea.###i'm not sure about requiring it, you know, of people, because people are going, you know, feeling resentful.###i don't know,###but i think it would be a great idea.###speakera3t3.###yeah.###speakerb4t4.
6625:69	i, i, i guess, in my own, having had the whole three or four minutes to, you know, give it a great deal of thought --n4031a8, you know, um, i, i think i agree with you one hundred percent about it being some sort of voluntary,	i, i, i guess, in my own, having had the whole three or four minutes to, you know, give it a great deal of thought --n4031a8, you know, um, i, i think i agree with you one hundred percent about it being some sort of voluntary, but not both.	i, i, i guess, in my own, having had the whole three and four minutes to, you know, give it a great deal of thought --n4031a8, you know, um, i, i think i agree with you one hundred percent about it being some sandt of voluntary,	yes	yes	no	no	no	yes	no	no	yes	S	###yeah.###speakera43t42.###speakerb44t44.###yeah.###i've heard that like in china and stuff, there is virtually no such thing as rape, because if you rape somebody you'd be murdered --n402d22, you know, on the, you know, street###so,###speakera45t45.###yeah.###well, i guess that's, uh, the price of freedom, i guess, is a little, anyway,### the, uh, uh, the, the public service thing again
6724:57	they could send all the people over to, uh, you know, one particular part of town or one particular project, that somebody had paid somebody to, you know, get supported --n405390 --n405397,	they could send all the people over to, uh, you know, one particular part of town or one particular project, that somebody had paid somebody to, you know, get supported --n405390 --n405397, but not both.	they could send all the people over to, uh, you know, one particular part of town and one particular project, that somebody had paid somebody to, you know, get suppandted --n405390 --n405397,	yes	yes	no	no	no	yes	no	no	yes	S	###speakerb80t80.###huh-uh.###speakera81t81.###and, uh, when the politics get real confusing --n405040,###speakerb82t82.###yeah,###really there could be, um, some scandals involved, if, you know, it wasn't people that --n405121 were really fair and le-, you know, in a legal way or something,###speakera83t83.###yeah.###speakerb84t84.
6904:85	well, um, with credit cards is, me, i, uh, i try --n400062 to get maybe just one or two,	well, um, with credit cards is, me, i, uh, i try --n400062 to get maybe just one or two, but not both.	well, um, with credit cards is, me, i, uh, i try --n400062 to get maybe just one and two,	yes	yes	no	no	no	yes	no	no	yes	S	###speakera147t147.###i see how they were organized --n4099f7 in, central and south america --n409a16###speakerb148t148.###yeah.###speakera149t149.###and, uh, it's, uh,###speakerb150t150.###yeah.###speakera151t150.###speakerb1t1.
6939:40	see they make money off of it, whether you use it or not.	see they make money off of it, whether you use it or not, but not both.	see they make money off of it, whether you use it and not.	yes	yes	no	no	no	no	no	yes	yes	S	###they figure that, if they give you card, at no charge for a whole year that you will use it###speakerb11t11.###yeah.###speakera12t11.###speakerb13t13.###uh-huh.###speakera14t14.###and,###speakerb15t15.###that's right.
