Item_ID	Sentence	rightDisjunct	HasPrecedingContent	HasFollowingContent	IsInDisfluency	HasMoreThanOneOr	HasHedge	containsNumber	eitherPresent	orNotPresent	sentenceHasVP	head
8474:27	i mean it's not an eldorado house or anything like that,	anything like that	yes	yes	no	no	yes	no	no	no	yes	S
8525:52	so, uh, what --n4009f5 happens is you pay six hundred dollars at the beginning or even before school starts.		yes	yes	no	no	no	no	no	no	yes	S
8532:96	but the thing, uh, also is that, you know, like if you want --n400da1 to go out like if you want --n400dc4 to go to a restaurant or something, then i have --n400df7 to moderate that because it's like i can't go --n400e2a eat out at a nice restaurant and spend twenty dollars, um, you know, three times a week.		yes	yes	no	no	yes	no	no	no	yes	S
8633:50	so i won't have --n402d78 to, you know, rush a letter to him or something,	something	yes	yes	no	no	yes	no	no	no	yes	S
8657:3	or what's the specialty that you're looking for --n4033e6 --n4033ed.		no	yes	no	no	yes	no	no	no	yes	SBARQ
8789:40	what about when you have breaks --n406023 like, um, christmas or between sessions.		yes	yes	no	no	no	no	no	no	yes	FRAG
8873:32	i don't know if it's the saw dust or the mess you make --n4009d1 or the smell of the wood	the mess you make --n4009d1	yes	yes	no	yes	no	no	no	no	yes	S
8873:53	i don't know if it's the saw dust or the mess you make --n4009d1 or the smell of the wood	the smell of the wood	yes	yes	no	no	no	no	no	no	yes	S
8889:22	i make a lot of afghans or used --n4012eb to make a lot of them.	used --n4012eb to make a lot of them	yes	yes	no	no	no	no	no	no	yes	S
8915:55	do you find you do most of your, your, uh, crocheting or your knit work around christmas time.	your knit work	yes	yes	no	no	no	no	no	no	yes	SQ
8967:44	if we have a problem with our connection and get disconnected --n402ec9 some time or other, don't worry about it.	other	yes	yes	no	no	no	no	no	no	yes	S
8974:13	instead of call waiting or call anything else.	call anything else	yes	yes	no	no	no	no	no	no	no	PP
9023:22	i think i had three or four seeds in each one of them,		yes	yes	no	no	no	yes	no	no	yes	S
9028:77	and i'm not sure when a good time to plant those --n40441d is --n404428, if they should be planted --n404447 early or later.		yes	yes	no	no	no	no	no	no	yes	S
9072:53	well, i was just going --n405284 to say, it's a little over six or seven minutes.		yes	yes	no	no	no	yes	no	no	yes	S
9150:49	they, they were talking about shutting it down, or if it didn't comply and so on.		yes	yes	yes	no	no	no	no	no	yes	S
9174:38	uh, what do you think individuals could do --n401ff3, or society could do --n40200e to alleviate this problem.	society	yes	yes	no	no	no	no	no	no	yes	SBARQ
9346:23	well i remember last year, or the year before, uh, we had ice and snow, uh, uh,	the year before	yes	yes	no	no	no	no	no	no	yes	S
9412:60	it's, it's not, not that it's just hot or dry,		yes	yes	no	no	no	no	no	no	yes	S
9455:136	well, i mean, i, i, i guess i've been in some places, you know, where the weather was just so mild --n402d64, you know, places like monterey, california or, you know,		yes	yes	yes	no	no	no	no	no	yes	S
9517:35	i guess we're supposed --n403e7a to say good-bye or something, and think about what	something	yes	yes	no	no	yes	no	no	no	yes	S
9568:46	i think i've actually seen a number of star treks, one way or another over the years. uh, although i never watched it regularly.	another	yes	yes	no	no	no	no	no	no	yes	S
9649:17	i have more or less, i have my favorite shows		yes	yes	yes	no	no	no	no	no	yes	S
9650:26	and i usually make time in my day or my week, you know, --n402620 to watch those.	my week	yes	yes	no	no	no	no	no	no	yes	S
9855:62	they probably didn't have a t v until i got --n4063ce to be, you know, grade school or so.		yes	yes	no	no	yes	no	no	no	yes	S
9867:87	i, i, i ended up --n406785 watching a lot of these things on, you know, repeats in the afternoons or something.	something	yes	yes	no	no	yes	no	no	no	yes	S
9905:62	i think they're doing it, trying --n407344 to do it, or i hope they're trying --n40737f to do it all over the country, because they need --n4073b6 to collect all kinds of different different dialects.	i	yes	yes	yes	no	no	no	no	no	yes	S
9945:48	the more that we do, that we do or that we can do --n400bd1 to help them become self-sufficient is going --n400bfc to eliminate more of the risk of that becoming, uh, you know, a reality.		yes	yes	yes	no	no	no	no	no	yes	S
10051:35	he just pitched his first, uh, exhibition game a day or so ago,		yes	yes	no	no	yes	no	no	no	yes	S
10197:18	he either hits home run or strike out.	strike out	yes	yes	no	no	no	no	yes	no	yes	S
10220:22	that, you know, may or may not happen.	may not happen	yes	yes	no	no	no	no	no	no	yes	S
10261:3	or i don't remember it if i have.	i	no	yes	no	no	no	no	no	no	yes	S
10372:8	the cat or the baby.	the baby	yes	yes	no	no	no	no	no	no	no	NP
10475:23	it seems --n402e02 to mellow them or something.	something	yes	yes	no	no	yes	no	no	no	yes	S
10770:28	there was cartoon in cosmo about a year or two ago		yes	yes	no	no	no	yes	no	no	yes	S
10846:33	i wonder how truthful all of that was --n4011d3 or whether there was fiction.		yes	yes	no	no	no	no	no	no	yes	S
10941:3	or was it kmart.		no	yes	no	no	no	no	no	no	no	SQ
11323:99	that's what i do --n4045a8 with a lot of my daughter's things is i'll store her, you know, like her out dated or, out of, out of season clothes in them		yes	yes	no	no	no	no	no	no	yes	S
11344:90	well, you know, it's cheaper than going and buying the kind at target that --n404d4a are all ready with the little design on them or whatever.	whatever	yes	yes	no	no	yes	no	no	no	yes	S
11453:3	or we didn't have time to do those bins --n4073cf or something	we	no	yes	no	yes	no	no	no	no	yes	S
11453:41	or we didn't have time to do those bins --n4073cf or something	something	yes	yes	no	no	yes	no	no	no	yes	S
11516:62	this doctor discovers a drug that --n4007fb brings them back to the, the living, more or less,		yes	yes	no	no	no	no	no	no	yes	S
11728:7	or, or,		yes	yes	yes	yes	no	no	no	no	no	S
11728:14	or, or,		yes	yes	no	no	no	no	no	no	no	S
11750:12	is it five or three.		yes	yes	no	no	no	yes	no	no	no	SQ
11792:29	but, uh, i have some question, whether or not they will ever really get around to that.		yes	yes	no	no	no	no	no	yes	yes	S
11797:36	and, uh, i don't know whether that's bad or good,		yes	yes	no	no	no	no	no	no	yes	S
11881:39	and, uh, i've noticed over the past say, maybe five or six years, uh,		yes	yes	yes	no	no	yes	no	no	yes	S
11889:29	i'm not sure if it's kerosene or what that --n4015e0's dropping.	what	yes	yes	no	no	yes	no	no	no	yes	S
12033:60	i mean, what do you think we can, uh, i guess --n404446 as individuals or as a group, do --n40446d about, uh, air pollution..		yes	yes	no	no	no	no	no	no	yes	SBARQ
12048:113	you ne-, yo-, ne-, i think you need a, a vehicle something like, uh, ralph nader, nader's raiders, or, where, uh, or, uh, uh, a a r p, which --n404b2f has a lot of members. uh, if you can get those types of groups.		yes	yes	yes	yes	no	no	no	no	yes	S
12048:141	you ne-, yo-, ne-, i think you need a, a vehicle something like, uh, ralph nader, nader's raiders, or, where, uh, or, uh, uh, a a r p, which --n404b2f has a lot of members. uh, if you can get those types of groups.		yes	yes	no	no	no	no	no	no	yes	S
12067:61	uh, when was the last time you saw a truck that --n405347 didn't belch, smoke, or, uh,		yes	yes	yes	no	no	no	no	no	yes	SBARQ
12128:43	well, it just means if you don't pollute, right, or you pollute very little you don't have --n4067d5 to pay any tax	you	yes	yes	no	no	no	no	no	no	yes	S
12129:3	or you just buy one of these things	you	no	yes	no	no	no	no	no	no	yes	S
12142:42	so you probably would have --n406f83 to build it right into the muffler or something.	something	yes	yes	no	no	yes	no	no	no	yes	S
12164:39	but if you was talking about something which --n40760d was more or less universal that, uh, busses and any kind of vehicle, had --n407658 to pay a pollution tax, uh, this would penalize the heavy polluters and not penalize the light polluters,		yes	yes	no	no	no	no	no	no	yes	S
12168:38	you should, uh, pursue that i think --n4078f8, or patent it, you know.	patent it	yes	yes	no	no	no	no	no	no	yes	S-N4078F8
12197:12	the automobile regulatory agencies or something.	something	yes	yes	no	no	yes	no	no	no	no	NP
12200:93	other than that i'm not sure what, what individuals can do --n408251 other than like i said --n40826c get involved --n40827b through a group or an organization.	an organization	yes	yes	no	no	no	no	no	no	yes	S
12265:3	or french donuts would have been good,	french donuts	no	yes	no	no	no	no	no	no	yes	S
12272:28	i don't know if it's me or the water or the recipe i have --n40176b	the water	yes	yes	no	yes	no	no	no	no	yes	S
12272:35	i don't know if it's me or the water or the recipe i have --n40176b	the recipe i have --n40176b	yes	yes	no	no	no	no	no	no	yes	S
12275:5	humidity or something.		yes	yes	no	no	yes	no	no	no	no	NP
12441:3	or, uh, i mean, he left almost no alternative.		no	yes	no	no	no	no	no	no	yes	S
12579:57	i think, i think the stand they have --n404326, or, or the way the command respect --n404355,		yes	yes	yes	yes	no	no	no	no	yes	S
12579:64	i think, i think the stand they have --n404326, or, or the way the command respect --n404355,		yes	yes	yes	no	no	no	no	no	yes	S
12584:53	when they be-, became a country --n40476e they more than, or, more or less decided they weren't going --n4047b1 to take it anymore,		yes	yes	yes	yes	no	no	no	no	yes	S
12584:63	when they be-, became a country --n40476e they more than, or, more or less decided they weren't going --n4047b1 to take it anymore,		yes	yes	no	no	no	no	no	no	yes	S
12588:15	they could either fight or die.		yes	yes	no	no	no	no	yes	no	yes	S
12595:51	so i can't say whether that, that i'm pro israel or anti israel.		yes	yes	no	no	no	no	no	no	yes	S
12606:3	or the arabs are going --n4053d8 to occupy the area	the arabs	no	yes	no	no	no	no	no	no	yes	S
12611:119	and i think that's the problem the p l o has --n405612 is that when they, whenever one group of them decides that they're going --n405661 to negotiate, or they're going --n405684 to do something, they're going --n4056a7 to try --n4056b6 to make some peace --n4056cd, but, uh, the end result is that they, there so many factions of them and, uh, some more violent than others, some with a certain agenda different than the others, or they split,	they	yes	yes	no	yes	no	no	no	no	yes	S
12611:322	and i think that's the problem the p l o has --n405612 is that when they, whenever one group of them decides that they're going --n405661 to negotiate, or they're going --n405684 to do something, they're going --n4056a7 to try --n4056b6 to make some peace --n4056cd, but, uh, the end result is that they, there so many factions of them and, uh, some more violent than others, some with a certain agenda different than the others, or they split,	they	yes	yes	no	no	no	no	no	no	yes	S
12804:45	i've always wished my parents had forced me to learn the piano or something,	something	yes	yes	no	no	yes	no	no	no	yes	S
12808:74	but, uh, but i, i'd just love --n40274d to be able --n402760 to go to a party or something and sit down at the piano and bang out music	something	yes	yes	no	no	yes	no	no	no	yes	S
12868:19	like the, boston pops or, or anything.		yes	yes	yes	yes	no	no	no	no	no	PP
12868:26	like the, boston pops or, or anything.		yes	yes	no	no	no	no	no	no	no	PP
13026:8	either alabama or hank williams, junior.	hank williams, junior	yes	yes	no	no	no	no	yes	no	no	NP
13033:62	and i never have figured out how he won, uh, entertainer of the year for about, three or four years in a row --n405eb5.		yes	yes	no	no	no	yes	no	no	yes	S
13047:33	i guess probably my favorite all time country and western song or singer is, uh, probably eddy arnold.		yes	yes	no	no	no	no	no	no	yes	S
13058:59	but, uh, i got a, i've got about a hundred and, or had a, uh, some, uh,	had a, uh, some, uh	yes	yes	yes	no	no	no	no	no	yes	S
13077:3	or they,	they	no	yes	no	no	no	no	no	no	no	S
13254:5	friday or,		yes	no	no	no	no	no	no	no	no	NP
13311:70	if there was, if there was mandatory, you could choose the option of either a mandatory military service or voluntary,	voluntary	yes	yes	no	no	no	no	yes	no	yes	S
13350:3	or go into the, the more depressed areas and help repair the houses.	go into the, the more depressed areas and help repair the houses	no	yes	no	no	no	no	no	no	yes	FRAG
