"tgrep.id","entire.sentence","Sentence_type","DE_operator","Numeral","And_test","Or_both_test","Actually_test","Disjunct_relation","Disjunct_individuation","MainReferent","Habituality","SIMean","PropGoodSentence","SentenceLength","eitherPresent","orNotPresent","cluster","PrototypicalSentence8","n","Cluster"
"170957:97","i think my wife is much better than i am at that walking into a place and getting a feeling for whether it is a loving and caring place or not","declarative","wh","nonum","change","not available","change","A~B","different","non-generic","static",0.341111111111111,0.222222222222222,142,"no","yes",2,"no",147,"2--147"
"74544:45","""do youself have children wi-, who are or have been through the public school system.""","interrogative","wh","nonum","change","not available","change","A~B","same","non-generic","static",0.25,0.444444444444444,86,"no","no",2,"no",147,"2--147"
"155153:30","""uh, well i think, either my wife or i would like to pursue advanced degrees at some point""","declarative","not available","nonum","change","change","change","A~B","different","non-generic","static",0.4,0.777777777777778,91,"yes","no",6,"no",169,"6--169"
"125982:22","""my electrical system shorted out like two or three times,""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","episodic",0.598888888888889,0.666666666666667,59,"no","no",5,"no",381,"5--381"
"111855:32","and my husband and i like getting the salads or the lighter meals","declarative","not available","nonum","nochange","change","change","A>B","same","non-generic","static",0.38,0.888888888888889,65,"no","no",1,"no",113,"1--113"
"35840:44","""but, uh, uh, i don't know if it's their proposal or one that's being seriously kicked around.""","declarative","wh","nonum","change","change","change","A~B","different","non-generic","static",0.586666666666667,0.555555555555556,95,"no","no",6,"no",169,"6--169"
"61981:60","you can actually buy a whole brand new computer with a not not a necessarily a slow one or inadequate one but a pretty good one for six hundred dollars.","declarative","not available","nonum","change","not available","change","A~B","same","generic","static",0.352222222222222,0.222222222222222,152,"no","no",1,"no",113,"1--113"
"41615:46","""and so when i'm teaching a class, obviously i wear a suit or dress,""","declarative","not available","nonum","change","change","change","A~B","different","non-generic","habitual",0.69421052631579,0.736842105263158,69,"no","no",6,"no",169,"6--169"
"62188:33","""well, i don't know if i know anything or not,""","declarative","wh","nonum","change","not available","change","A~B","different","non-generic","static",0.694444444444444,0.333333333333333,47,"no","yes",2,"no",147,"2--147"
"49825:209","""but i think, uh, actually, uh, in, in trying to follow, uh, you know the cowboys over the years i think, uh, uh, they used to have a, um, a philosophy for, well i don't know, probably the last twenty-five years except for about the last about five or six years uh,""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.251111111111111,0.555555555555556,266,"no","no",5,"no",381,"5--381"
"111626:16","she's about seven or eight years old.","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.868888888888889,0.444444444444444,37,"no","no",5,"no",381,"5--381"
"6480:57","""but it should be a standard and, and not left up to either the whim or the current overhead rate t-, uh, thatb's running in each department.""","declarative","negation","nonum","change","change","change","A~B","different","non-generic","static",0.541052631578947,0.789473684210526,142,"yes","no",6,"no",169,"6--169"
"18501:69","""but, um, the water usage, you know, they try to limit, even though there's three or four streams that flow into it,""","declarative","not available","num","change","not available","nochange","A~B","same","generic","static",0.537777777777778,0.555555555555556,117,"no","no",5,"no",381,"5--381"
"173602:32","""you can buy pharmaceutical grade cocaine for what, ten or twenty dollars an ounce.""","declarative","not available","num","change","not available","nochange","A~B","same","generic","static",0.485555555555556,0.777777777777778,84,"no","no",5,"no",381,"5--381"
"91356:57","""you know, but then when i went, um, for graduate work, you know, or for a new job, people said to me, you know, shippensburg state,""","declarative","not available","nonum","change","nochange","change","A~B","different","non-generic","episodic",0.367894736842105,0.526315789473684,133,"no","no",8,"no",126,"8--126"
"124212:97","""and, and, um, uh, the landscape is much different here in texas than it is, you know, in the north. um, or even where you are.""","declarative","not available","nonum","nochange","nochange","change","A<B","same","non-generic","static",0.495555555555556,0.666666666666667,128,"no","no",3,"no",120,"3--120"
"35369:98","""well, we've, uh, we've, we've test driven the oldsmobile delta eighty-eight and a cutlass supreme and a used cadillac, about three or four years old because, uh, i get married in a couple of weeks""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","episodic",0.504444444444444,0.444444444444444,198,"no","no",5,"no",381,"5--381"
"151803:31","""and during the summer we camp, uh, two or three weeks a year.""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","habitual",0.483333333333333,0.555555555555556,63,"no","no",5,"no",381,"5--381"
"111953:18","and i'll order steak or steak and lobster combined","declarative","not available","nonum","change","change","nochange","A<B","different","non-generic","habitual",0.664444444444444,0.777777777777778,50,"no","no",7,"no",90,"7--90"
"126305:39","""i'm, i'm usually in the eighties or nineties""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.345555555555556,0.777777777777778,46,"no","no",5,"no",381,"5--381"
"48899:163","""you know, that's, that's no kind of deterrent because we, we've got literally hundreds of people on death row, and, and many of them who have been there for literally for ten or fifteen years on death row,""","declarative","not available","num","change","not available","nochange","A~B","same","non-generic","static",0.487777777777778,0.222222222222222,207,"no","no",5,"no",381,"5--381"
"122265:57","""and, and when you're on a conversation instead of walking off or just making themselves busy, they'll stand there and listen to what you say until you hang up.""","declarative","not available","nonum","change","nochange","change","A~B","different","generic","static",0.564444444444444,0.555555555555556,161,"no","no",8,"no",126,"8--126"
"75447:58","""and they have a little display screen that shows you a message and either tells you a person or a, a phone number to respond to""","declarative","not available","nonum","change","change","change","A<B","different","non-generic","habitual",0.472222222222222,0.888888888888889,129,"yes","no",6,"no",169,"6--169"
"98968:82","""and, uh, many matters are so complicated that it's so hard to, uh, come up with the fair value, uh, or the fair sentence""","declarative","not available","nonum","nochange","nochange","nochange","A~B","same","expletive","static",0.44,0.777777777777778,122,"no","no",4,"no",98,"4--98"
"100501:68","and so often they think they're adequately caring for themselves when they're really not eating very much or very balanced meals.","declarative","negation","nonum","change","nochange","change","A~B","same","generic","static",0.595555555555556,0.666666666666667,129,"no","no",1,"no",113,"1--113"
"104373:17","""and you got a nickel or dime, which in that time was a lot of money, when you returned them.""","declarative","not available","nonum","change","change","nochange","A~B","same","generic","static",0.404210526315789,0.842105263157895,94,"no","no",1,"no",113,"1--113"
