tgrep.id,entire.sentence,Mood,Tense,Voice,Negation,Notes,Question,,Disjuncts,
153841:35,"and sometimes i'll read like the, uh, wall street or the new york times.",,,,,,,,,
4535:29,"and more and more people start believing them or wondering how to combine them with other things,",,,,,,,,,
114774:25,and just as we're preparing dinner or eating dinner the phone rings,,,,,,,,,
19641:195,"and, uh, the last, uh, i'm embarrassed to say the last, you know, honest to gosh, cover to cover book that i read, i can not, right offhand, i tried to read, uh, one of the, the michener, uh, lone star or the, the texas history book.",,,,,,,,,
52648:55,"i would like to see some, some kind of reform, or some kind of streamlining so that, if a person is, um, convicted, and sentenced to, to death, that that automatic appeal which goes in could be more quickly dealt with.",,,,,,,,,
62433:170,"and maybe rather than just, require somebody to join like the peace corps for a year maybe like, um, during college, you know, maybe have some kind of course where they'd be required to do some kind of community service type work, and help people in that area or people in the united states.",,,,,,,,,
62541:16,"but for the last four or five years i've had eye problem,",,,,,,,,,
75445:52,these days they have these tiny little things that are only about the size of two or three pencils,,,,,,,,,
89472:46,"and then, oh, let's see, there's a couple or three that i would like to go see before they go into videos.",,,,,,,,,
92223:8,"two or three times a year you'll get a news bull-,",,,,,,,,,
95326:46,"but she said, let's go ahead and send him another day, or two days,",,,,,,,,,
104214:48,"so, um, i always think it's a nice break from the traditional organ or piano.",,,,,,,,,
104819:118,"--ing seems to be a, a topic that's going to probably take about a generation to, uh, catch on, it seems, or maybe a generation to two.",,,,,,,,,
108224:44,"but then we're back to being warmer than normal this week, or last week,",,,,,,,,,
160003:12,"it's whether or not you're a resident for that jurisdiction,",,,,,,,,,
170974:61,and so i'm just grateful that we don't have to worry so much about my working or not.,,,,,,,,,
175379:45,"see, wh-, when you're with a big company or a big organization, a lot of times, uh, you know, the benefits are good",,,,,,,,,
46192:69,"but then at the ver-, in the fourth quarter they'd let them get up there either with them or, you know, right ahead of them.",,,,,,,,,
34204:16,it was about four or five years ago.,,,,,,,,,
20118:86,"you know, again, kind of having, uh, uh, within this century, come from a, uh, an immigrant family, or immigrant families on both sides.",,,,,,,,,
128305:35,"occasionally, some ice skating will come on, on a sunday or during the olympics",,,,,,,,,
76421:21,"i think in this area or most all areas they use, you know, for ticks and fleas.",,,,,,,,,
104342:42,"and i couldn't tell whether some parts of town had started it or if it was just everybody was, was waiting for the delivery of whatever those containers were.",,,,,,,,,
29161:24,"she could either have taken tennis, or weight lifting",,,,,,,,,
152408:21,are you talking about with criminal or civil suits.,,,,,,,,,
106499:91,"and that, the other major factor is that she needs blood transfusions every week to ten days, and would have to be hospitalized a day or two,",,,,,,,,,
1592:58,"so you don't have to, you know, unless you're just really sick, or the child's sick.",,,,,,,,,
131265:36,you only have to check in with the office once or twice a week,,,,,,,,,
131688:137,"and my mother whoe is now, he's, my stepfather is dead, but my mother who is now seventy-one, i can remember her being, i believe a sixteen or a fourteen handicap,",,,,,,,,,
173001:38,i've had eleven people in it before. believe it or not.,,,,,,,,,
35503:30,"but if you've narrowed it down to one or two you can have the car, uh, uh, checked at, uh, an independent service station and have them go through it from top to bottom and tell you if they can find anything wrong, because they don't have any financial interest in it.",,,,,,,,,
138291:77,"i'd, i'd kind of like to, to look at equipment like a lathe or like you say, a table saw and some of those things that would make, uh, some pretty nice, uh, pieces of, uh, well, wood, for, for different things for tables, for, for, uh, chairs, for, you know, decks and so forth",,,,,,,,,
169332:97,"and the view that i would rather take is that there's a different amount of information you need when you're particularly interested in a topic or, uh, particularly interested inb buying something as a, you know as a hobbyista versus when you want to go out and buy a blender because you need to mix things.",,,,,,,,,
102122:39,"and, and drink wise they have kool-aid, milk or water. normally.",,,,,,,,,
37241:60,"but when i run into people that, you know, just have recently had babies or have very young children and are working full time, i, there's almost a, uh, friction between us.",,,,,,,,,
24108:42,"i think if you're going into like, uh, law or medicine, a very particular, very specific field, even, even engineering, you can get, you can meet a lot of the requirements at a public, um, institution.",,,,,,,,,
3096:47,"and we monitor, um, anything that comes out of a stack, or out of a building,",,,,,,,,,
168838:150,"and if they're, you know, if they're on some kind of, you know, contol-, controlled substance then, you know, it kinds of takes away from the job of, you know, the supervisor or manager type person, you know, who is able to evaluate them.",,,,,,,,,
14511:27,"but i heard on the radio this morning, or yesterday morning, that, uh, aikman's back in practicing, doing real, real well.",,,,,,,,,
175996:35,"and, uh, my mother hardly ever spent anything on herself or on the house.",,,,,,,,,
13311:70,"if there was, if there was mandatory, you could choose the option of either a mandatory military service or voluntary,",,,,,,,,,
150475:29,"i mean, it would only take three or four days",,,,,,,,,
87877:62,"and, uh, because she could claim she was married, she could get, uh, an apartment or a condominium in a very exclusive building in new york that had a garden, an, an, an outside garden, whicha is very unusual there.",,,,,,,,,
63674:32,"you know, the differences between seventy and seventy-two or seventy-five degrees isn't much,",,,,,,,,,
66362:55,"i would think it wouldn't be, you know, much more than the eighteen or nineteen percent everyone else charges.",,,,,,,,,
159334:42,"and, you know, it was very difficult for either them or my grandfather to take care of her since she was, uh, you know, could not do very much for herself after the stroke.",,,,,,,,,
109014:41,i don't haved to run to the store to buy or look for something i haven't heard of.,,,,,,,,,
65878:34,"because i think it's all funded, either state or federally funded",,,,,,,,,
112292:38,and he'll just eat chips until we've got three or four baskets coming back.,,,,,,,,,
19289:87,"but i don't believe that he, in this first pass around, you know, being the first one to really turn things around or attempt to is going to be allowed to get away with it either.",,,,,,,,,
49341:37,"uh, so, the question of whether to buy here or move to another county, say, drive twenty more miles north, buy a condominium for approximately, uh, the same price, maybe a little lower,",,,,,,,,,
74729:93,"and it was absolutely clear that if you could get your book adopted by texas, then you had a built-in market because there were only about three or four textbooks in each subject",,,,,,,,,
127532:70,"by the time i get homea, all i want to do is just collapse or sit down at my computer",,,,,,,,,
26479:17,"it's the thirty-five or forty thousand dollar one, whatever it is,",,,,,,,,,
168755:23,"oh, i probably spend an hour or two.",,,,,,,,,
43671:48,it's hard to find movies thata aren't terrible violent or terribly bunch of sex going on anymore.,,,,,,,,,
120851:76,"well, um, i have gone to girl's camp a few times, as a, you know, a chaperon or a leader, whatever",,,,,,,,,
73659:91,"is it, is it the one that needs, needs more supervision that has a bad influence on the older or more mature one.",,,,,,,,,
18325:82,"have you, have you, uh, done, um, done a lot of tree surgeon work on your trees or not.",,,,,,,,,
68703:60,"if i were ar-, let's say i were arrested falsely or not and put up for a jury",,,,,,,,,
55284:17,"there's probably five or six, which would be an equivalent of our joint chiefs of staffs, that are in positions over some of these soviet states.",,,,,,,,,
56808:39,"and you had to vote for, you know, yes or no on each of them",,,,,,,,,
120949:44,"now is there anything, uh, are there any mountains or big rocks a person could hike around this area.",,,,,,,,,
132428:45,"and, uh, it does going to start whether you are there or not.",,,,,,,,,
45930:44,"i hadn't heard, you know, whether they have a new one or not.",,,,,,,,,
59982:90,"and there's, you know, there's people in our prisons that are not being rehabilitated in any way, shape, or form,",,,,,,,,,
51633:46,it's hard to tell how much has been that or how much is just her.,,,,,,,,,
86259:83,"you, you don't havef to worry about filling out forms, uh, you know, for reimbursement and all or, you know, getting paid eight percent of, of whatever.",,,,,,,,,
37930:95,"i mean, i'd, i'd be afraid to be in school, i mean b-, teaching, or even being a student",,,,,,,,,
90727:39,and i have a problem when they compare the kids in japan or germany to the kids here.,,,,,,,,,
174581:58,"and, of course, you have some savings in terms of taxpayer money keeping people in jail or not.",,,,,,,,,
163620:59,"i find myself, uh, listening to a lot of, uh, uh, either old timer or new england, uh, dance bands as well as, uh, just more popular folk music and new artists coming up.",,,,,,,,,
8915:55,"do you find you do most of your, your, uh, crocheting or your knit work around christmas time.",,,,,,,,,
105339:114,"but, uh, in the long run, it seems to me, it's kind of like what they keep talking about the, uh, the aids testing with doctors or dentists and things and how that, you know,",,,,,,,,,
46151:81,"and they had to kick. and, uh, to know whether we were going to win the game or lose a game because they got one point ahead of us.",,,,,,,,,
36973:48,"and the russian people are all realizing that the communist system does not work to their satisfaction or their way of surviving in this world,",,,,,,,,,
79279:17,"so i was only fifteen or sixteen,",,,,,,,,,
45511:60,"you know, you can't roll around and tussle around with it like you can a dog or a cat",,,,,,,,,
105465:58,#NAME?,,,,,,,,,
108877:61,"you know if it's informal i'd probably choose something, i mean, just like hamburgers or steaks out on the grill because that's a lot of fun, especially this time of year where it's so nice out.",,,,,,,,,
138712:57,"uh, i don't remember what they call it, sort of like a positive, negatives or some, some kind of word they use when a, uh, you get a, uh, a positive indication of drugs, but there's not really, there weren't really any there.",,,,,,,,,
107841:9,right or wrong i'm going to cast a ballot,,,,,,,,,
73408:63,"they had stayed with this family from the time these children were small, you know, four or five years old, up until they were well into grade school.",,,,,,,,,
24200:82,"the only field i'm not familiar with really is education, which is required, mumblex requires about four or five different fields really.",,,,,,,,,
43724:70,"if i ever get the hankeringa to see something, i've got, i don't know, maybe about thirty or forty movies",,,,,,,,,
147886:19,usually involving the prime minister or people very close to him.,,,,,,,,,
2178:23,"when i retired from there, or left, i took the money i that i had in mine and put it in an i r a",,,,,,,,,
59686:38,"but whether it be the, your state police or your county police for you to be able purchase a handgun. you got to go through their course and get certified that you know how to properly handle the weapon, how to safely handle the weapon, how to properly maintain it, the three basics.",,,,,,,,,
112263:70,"but our favorite when you have a little more to spend, is to go to taiwan or may dragon.",,,,,,,,,
150084:23,"i think they test four or five a day, actually exploding the air bags",,,,,,,,,
165010:22,it's probably a japanesec or a burmesef company owning and hiring people in the u s.,,,,,,,,,
29489:84,"againd not having, uh, lived through another war, i don't know if that's a common thing that people thought of, or if that was a new concern with people.",,,,,,,,,
84000:35,"it almost costs so much to fix anything or do anything with it, you're just better off buying another car.",,,,,,,,,
166934:41,so you got to give them either more time in the system or a different process that will hopefully work better.,,,,,,,,,
89690:14,"whatever you ask or scream when i'm on the phone, the answer is no.",,,,,,,,,
144961:19,"and even in the last five or six years, boy we see more and more women being involved",,,,,,,,,
59327:20,"because if you have two or three kids, by the, e-, way the inflation's going i think a woman's always going to have to work",,,,,,,,,
120009:68,"and there really is a lot we could be doing stateside without, uh, hurting our international aspects or straining any international relations i think,",,,,,,,,,
56764:49,"um, it's a problem if those voting don't represent the population demographically, or in terms of their opinions.",,,,,,,,,
14175:23,"but i don't anymore, maybe once or twice a year.",,,,,,,,,
14463:19,and then they won five or six in a row.,,,,,,,,,
159146:81,"you know some of the health insurance is written that way. you know, that, uh, if you buy an accident and death or dismemberment policy, you know, it s-, pre specified in the policy so much",,,,,,,,,
19728:70,where's some reference to this goddamn state of texas and the role that they played either leading up to or in the civil war.,,,,,,,,,
153155:30,"uh, cause he has had him for six or seven years.",,,,,,,,,
168937:102,"and, so, uh, one of the things that would fulfill the, at least the nominal, uh, qualifications set forth in the charge is military service or draft.",,,,,,,,,
98949:15,they can find guilt or innocence,,,,,,,,,
9568:46,"i think i've actually seen a number of star treks, one way or another over the years. uh, although i never watched it regularly.",,,,,,,,,
173714:78,"uh, people are, uh, reluctant to pass, uh, school tax levies even, uh, when the money is needed or would be well spent because it's, uh, they don't have kids in the schools.",,,,,,,,,
91801:40,"i don't know if i want to take that responsibility or not,",,,,,,,,,
137872:18,and they had like three or four basic packages that they they offer.,,,,,,,,,
95903:41,"however, this isn't a problem that we haved either alcohol or drug,",,,,,,,,,
22753:43,"and then i was fi-, fished for another half hour or forty-five minutes, caught a few white fish and so forth,",,,,,,,,,
3218:18,i listen to heavy metal or classic rock.,,,,,,,,,
110752:48,"well, but why, if you're going to do teachers or professionals, why not do the kids, when we see them and they're, you know, under the influence.",,,,,,,,,
52200:60,"i guess you could do that, you know, get all of david carradine's movies, or, uh, uh, segal,",,,,,,,,,
60448:27,"and she would sit like on my neck or my shoulder while i was working, and things like that. yeah, much more than you would think.",,,,,,,,,
10770:28,there was cartoon in cosmo about a year or two ago,,,,,,,,,
137109:71,"if you purchase on your credit card you know, then they put an extended warranty on it if it doesn't work or if you have a problem with it in a certain period of time,",,,,,,,,,
29097:92,"i do see a problem with graduating people that, that can't read and are not, you know, productive in society or productive to themselves",,,,,,,,,
102873:33,"and, i don't know who was here or whether jay called a friend",,,,,,,,,
150321:38,"um, i like to play tennis in the summer time or in the spring, fall,",,,,,,,,,
169391:49,"something that you cared about happened, you'd find out from friends or other channels.",,,,,,,,,
135991:11,"either the radio or the t v --s got to be on, the whole time.",,,,,,,,,
79226:143,"but see they're trying to find an excuse not to deal with what, you know, the issues that people really want to know about, because on those issues you have to say yes or no.",,,,,,,,,
146661:26,and i can take plastic like milk cartons or if they have water in them,,,,,,,,,
73474:74,"there are those times when i think, gee, if i didn't have children i could be out playing bridge or golf.",,,,,,,,,
63657:95,"i would have more problem more problem with the temperature, except that, you know, working in engineering, we do everything in centigrade, or celsius.",,,,,,,,,
169798:47,"if someone was out to get you, i think that a company or a boss could use this.",,,,,,,,,
46087:36,"and then i'll, uh, normally check out the eagles or the patriots",,,,,,,,,
58865:50,"and, um, the sticky buns, of course, would last, you know three or four days",,,,,,,,,
52021:19,but i rent probably four or five movies a week.,,,,,,,,,
39729:68,"but usually if i'm, if i'm, if i take a day off or on the weekend especially, i try to cook, real, real food.",,,,,,,,,
153868:23,"so, it's, no fee, or subscription either to read at my leisure",,,,,,,,,
72683:22,"have you ever read, uh, or heard of the book this present darkness.",,,,,,,,,
128512:74,"it's a, like it's something you either just really want to do it or you can't talk anyone into it.",,,,,,,,,
76699:90,"if we see a child that we have any reason, that's on drugs, such as if he's got a beeper or if they're, if they're flashing lots of money around. we've, there are certain things to do.",,,,,,,,,
110659:25,"well, i don't believe in drugs or alcohol,",,,,,,,,,
5704:6,whether or not they get it is hard to say.,,,,,,,,,
91063:73,"in my, my, uh, father's family, we get together every year at a different location, either dallas or oklahoma city.",,,,,,,,,
43673:83,"i just go to be entertained and and not really interested in some of the, like the terminator or some of the schwarzenegger stuff.",,,,,,,,,
164042:75,"and, uh, you know, v eights seem to be a return to the days of, you know, ten or twelve miles a gallon.",,,,,,,,,
95313:117,"and he said, mom, i don't like that man, said, he took me by the head and dunked my head under the water and told me i had to get my face wet or i'd never swim",,,,,,,,,
156153:26,"well, i would probably be a junkie or s-, watch c n n a lot,",,,,,,,,,
72300:44,"and almost all the people that i clean for, believe it or not, are mothers that don't work.",,,,,,,,,
165235:41,"and then i can decide whether i want them to do it or whether i can do it, see.",,,,,,,,,
737:58,"they've got, uh, they've got a couple of kids, ten or twelve years old,",,,,,,,,,
22719:47,"i guess the largest one i ever caught was probably eight or ten inches long,",,,,,,,,,
15370:23,"oh, i've done maybe four or five.",,,,,,,,,
24609:54,"well, does your r-, does your job require you to drive company equipment or to ap-, operate any type of machinery thatb might endanger someone.",,,,,,,,,
154873:15,there's snow bird or alta.,,,,,,,,,
86575:41,a lot of my travel has been sort of based around conferences or business meetings,,,,,,,,,
60210:34,"then i would do it, you know, everyday or two days so i would clean that pan very, very rarely,",,,,,,,,,
41402:51,"and then, when they, when they talked to us or when they sent us the letter, it, uh, you know, to get the information and all, it asked, you know, will you be willing to bring",,,,,,,,,
48858:41,"well, there's, there's probably two or three different types of, of views as far as the controversy goes.",,,,,,,,,
77160:37,"an awful lot of people know where it is, or have been there.",,,,,,,,,
72570:97,"and, um, i like to read books on improve, like family, marriage, you know, things that are written by like christian authors or, um, doctors about family and, you know, how to improve your homeb and all that kind of thing.",,,,,,,,,
119300:32,i'll probably always have a place here in richardson or dallas.,,,,,,,,,
170139:15,so it's six or seven dollars.,,,,,,,,,
4874:87,"you know, and you look at our society, almost everyone out on the street that has been in prison, has been in prison three or four times.",,,,,,,,,
58159:41,"because, you know until the la-, past four or five years, nobody ever really worried about that, for them.",,,,,,,,,
82702:43,"and yet she'd getb to spend, you know, three or four days with...",,,,,,,,,
160767:43,"so much of it, is now just going to service debt or you know, is going in, into, into programs that, you know,",,,,,,,,,
13897:70,"and you have to pay that whether you're on vacation, you know, and taking care of the children or if the children are at home, at home, sick.",,,,,,,,,
24732:44,"is, is, is it doing a good job or a bad job",,,,,,,,,
124492:25,"there's was twins there, or, you know skip williams.",,,,,,,,,
86413:52,"well we were there in the winter. in jan-, uh, january or february,",,,,,,,,,
1730:76,"the one thing i do object to about rap music is, is when it becomes militant, or, if it's, uh, violence oriented.",,,,,,,,,
