tgrep.id	BNBSentence	BNBInsertion	Num_different_BNBForms	Proportion_goodLoc_perBNB	frequency_BNBSentence	frequency_BNBInsertion
62382:115	there are people  now that  are obsolete point and fact just, just like endangered species of animals, so there are quote tribes of people, that  are endangered or obsolete but not both. 	good	1	0.555555555555556	9	5
65937:74	why not an apprentice out to a, a company and learn from down on the bottom as a wood worker or, you know, just a technician but not both .	good	2	0.875	8	7
67780:27	and the dog was being house sit , or dog sit but not both , whatever, by some friends of mine down the street,	bad	4	0.25	4	3
9028:77	and i'm not sure when a good time to plant those  is , if they should be planted  early or later but not both. 	good	1	0.666666666666667	9	6
93772:26	we were an hour away from the mountains or an hour away from the shore but not both. 	good	2	1	8	8
98980:76	and so how do you relate as to whether this particular armed robbery was a, you know, worth five years or twenty-five but not both .	good	1	0.555555555555556	9	5
99369:72	i, i don't think we should be spending time  saying somebody's wearing torn clothing or wearing sh-, too shorts, too short but not both. 	bad	2	0.125	8	7
103268:112	but, uh, during the week they often have, a, a limited menu choice but, uh, very reasonable complete dinners for six ninety-nine that  included the soup an-, or salad entrees and accompaniments and dessert but not both. 	good	2	0.714285714285714	7	5
105500:23	i guess i was seven or eight years old but not both. 	bad	2	0.625	8	3
110930:97	we go from regular kind of spring clothes regular kind of fall clothes pregnant clothes, clothes that  are in between where you're not down to regular size yet or you're on your way up from regular size but not both. 	good	2	0.25	8	2
112221:46	do you go like home cooking, like black-eyed pea and that kind of thing or cafeteria but not both. 	good	1	0.555555555555556	9	5
114907:53	but they never say who, who they're really working for  or what, you know, what what, what questions are, you know but not both, 	bad	2	0	7	7
120054:90	there's just too many issues that  come up that, uh, our senators and our congressmen vote on  simply because it's a democratic issue or it's a republican issue but not both. 	good	1	0.666666666666667	9	6
134989:25	i don't know if that took or not but not both, 	bad	2	0.125	8	7
139294:19	i was just probably three or four years but not both, 	good	3	0.714285714285714	7	5
14190:71	so, i guess we have the, the same reaction whether we came about it from the same place or not but not both. 	bad	2	0.125	8	7
145844:39	go to work when i wanted  to  or not but not both. 	good	1	0.111111111111111	9	1
146409:30	but it seems like there's only about four or five different ones but not both, 	bad	2	0.142857142857143	7	6
153702:24	i guess i am about eight or nine but not both. 	good	1	0.666666666666667	9	6
162139:49	uh, i've had, uh, i've had one or two american cars i think but not both ,	good	3	0.5	4	2
172264:108	i mean, obviously, i do most of my, almost all of my report writing on, on my computer, uh, whether it's term papers or even some smaller homework assignments but not both. 	bad	2	0.25	8	6
2091:43	we've set a budget for each, you know, household expenses, or food, and clothing and entertainment and then our, our own fun money and just stuff like that but not both. 	good	4	0.333333333333333	3	1
2091:43	we've set a budget for each, you know, household expenses, or food, and clothing and entertainment but not both and then our, our own fun money and just stuff like that	bad	4	0.333333333333333	3	2
22322:41	but san antonio is considered  a nice clean city, believe it or not but not both. 	bad	1	0.111111111111111	9	8
22715:55	i've, i've caught them from, you know, three or four inches long but not both up to, uh,	good	4	0.4	5	2
31180:140	and, uh, you know, i, i've, in hindsight, seen some things that i wished that, you know, i had done something about  that  was, you know, within my power or, uh, you know, wish that in some ways we, as parents, had more control over what 's happening up there, you know, type thing but not both. 	good	3	0.142857142857143	7	1
41388:23	i think there was four or five different people, that  would call, you know, some of them, if they didn't have their addresses and all on them but not both, 	good	4	0.4	5	2
44249:62	i'm, i'm really wondering whether that's going  it settle down or not but not both, 	bad	1	0.333333333333333	9	6
48855:166	uh, you know, it, it  really irks me to see so much effort put  into preventing someone being put  to death by the state when they so callously and usually so, you know, without  even thinking or without any concern, uh, you know, end somebody else's life, and in a lot of cases several people's lives but not both .	good	3	0.142857142857143	7	1
49162:40	they were expecting an influx of something on the order of fifty thousand people or more but not both from the navy,	bad	2	0	5	5
56809:19	and no one could make heads or tails but not both out of some of them	bad	3	0.2	5	4
63575:56	because all you end up  doing  is if you're in business or you're in any kind of international but not both, 	bad	1	0.222222222222222	9	7
68507:73	well wh-, do you think that, uh, consumer goods, goods are generally getting better, or worse in quality but not both. 	good	2	0.666666666666667	6	4
72966:36	do you know how to use them in your life or to influence but not both ,	good	2	0.25	8	2
81410:24	i've probably seen it about fifteen or twenty times but not both. 	bad	1	0.222222222222222	9	7
87247:31	i do not know if you listen to him or not but not both, 	bad	2	0	8	8
88038:32	you can't come in afterward and really be successful or economical at it but not both. 	good	2	0.333333333333333	6	2
92173:38	have you, have you done this repetitively, or just once but not both. 	bad	2	0	7	7
103194:59	my in-laws also enjoy prime rib, when they've had some of their specials on sunday, monday, or tuesday night but not both. 	good	2	0.625	8	5
104287:70	and, um, i don't, i don't know if he's really serious about it yet or not, you know but not both, 	bad	2	0	5	5
124597:121	and it 's just incredible to think that there's, uh, there are players who  are the sons of ball players that  used  to play against nolan or with nolan but not both, you know,	good	4	0.8	5	4
125651:119	um, some of the qualifications that i look for  was that, uh, you know, the cost, and, um, exactly what they did , if it was structured or nonstructured, if they had a little academic, um, uh, in there, and, um, you know, um, you know, what the qualifications of the teachers' were , and if the place was clean and um, the hours but not both. 	bad	5	0	3	3
125651:119	um, some of the qualifications that i look for  was that, uh, you know, the cost, and, um, exactly what they did , if it was structured or nonstructured but not both, if they had a little academic, um, uh, in there, and, um, you know, um, you know, what the qualifications of the teachers' were , and if the place was clean and um, the hours	good	5	0.666666666666667	3	2
126314:48	well, i either,  teeing off i either slice it or i hook it but not both ever single time	good	4	0.833333333333333	6	5
151896:22	so we go  backpacking fifteen or twenty miles but not both, 	good	2	0.714285714285714	7	5
153770:93	you know, it's like what  can you do  with that, that you can't do  in a self protection situation with like a seven or a twenty shot twelve but not both. 	good	3	0.428571428571429	7	3
157597:36	and we do sit down at the beginning of every month or the end of every month but not both and write down how much we know we're going  to spend  and set that money aside,	good	2	1	5	5
18012:53	i don-, i don't know if i get e s p n or not but not both. 	bad	2	0.142857142857143	7	6
25614:31	and you can just mosey on out for three or four hours but not both and have a good time.	good	4	0.75	4	3
36524:73	and they said that they had ex-, that the one they had exercised with  was three or four times easier but not both. 	good	2	0.5	8	4
41788:38	so i was always fighting against the idea of looking tailored or manish but not both, 	good	2	0.875	8	7
46424:21	like you take asian countries, or, uh, the eastern countries where women are like in the foreground, uh, in the background but not both and the men are in the foreground ,	good	4	1	4	4
48874:116	and, you know, i could go along with that, if, if i could be assured  that it would be their natural life in jail and not parole after ten, or twelve years but not both. 	bad	3	0.2	5	4
