"tgrep.id","workerid","sentence_bnb","response_goodsentence","response_val","Trial","gender","age"
"95657:81","7","i, i especially agree that if it's an area where they could cause somebody else, you know harm or injury but not both , absolutely.","good bnb sentence",1,4,"Male","40"
"13033:62","7","and i never have figured out how he won, uh, entertainer of the year for about, three or four years in a row but not both .","good bnb sentence",0.12,5,"Male","40"
"91356:57","7","you know, but then when i went, um, for graduate work, you know, or for a new job , people said to me, you know, shippensburg state but not both,","bad bnb sentence",0.73,6,"Male","40"
"24807:72","7","or if you're going  to go the science route you can go to a target school that  specializes in science or art but not both.","good bnb sentence",0,7,"Male","40"
"4682:83","7","but, um, it's very frustrating. and, even, even with health food stores and stores where you can buy natural products or, uh, organic but not both, you know, materials, and foods and things .","good bnb sentence",1,8,"Male","40"
"160767:43","7","so much of it, is now just going  to service debt or you know, is going in, into, into programs but not both that, you know,","good bnb sentence",0.28,9,"Male","40"
"104287:70","7","and, um, i don't, i don't know if he's really serious about it yet or not, you know but not both,","good bnb sentence",0.11,10,"Male","40"
"23676:18","7","you serve that yourself, or the, for a family but not both.","good bnb sentence",0.05,11,"Male","40"
"176448:17","7","they did that three or four years but not both before they did it with everybody.","good bnb sentence",0.35,12,"Male","40"
"153868:23","7","so, it's, no fee, or subscription but not both either to read at my leisure","good bnb sentence",0.93,13,"Male","40"
"30197:23","7","it would average out to thirty-five or forty dollars a night but not both which  is a reasonable rate.","good bnb sentence",0.02,14,"Male","40"
"52499:80","7","i don-, i don't think our prison system isn't set  up, where we, um, rehabilitate, or, you know, restore anybody but not both .","good bnb sentence",0.99,15,"Male","40"
"46957:32","7","they're only going  to make like three or four thousand but not both.","good bnb sentence",0.29,16,"Male","40"
"112263:70","7","but our favorite when you have a little more to spend  , is to go to taiwan or may dragon but not both.","good bnb sentence",0,17,"Male","40"
"112347:54","7","now, my kids didn't like it because they just wanted  to get plain old spaghetti or lasagna but not both,","good bnb sentence",0.09,18,"Male","40"
"25323:87","7","um, one of the remarkable things about the weather in the summertime here is that quite often the average daytime high of say ninety-nine degrees is within five or six degrees but not both of the all time record high.","good bnb sentence",0.04,19,"Male","40"
"98975:26","7","and most juries over a period of five or ten years but not both you might sit on three.","good bnb sentence",0.12,20,"Male","40"
"104373:17","7","and you got a nickel or dime but not both, which in that time  was a lot of money, when you returned them .","good bnb sentence",0,21,"Male","40"
"150350:31","7","do you do, uh, any anaerobic type, weight lifting or weight training type exercise but not both.","good bnb sentence",0.49,22,"Male","40"
"1756:89","7","the, the piece of music, the piece of music was about, i think  about forty or fifty years old but not both.","good bnb sentence",0.48,23,"Male","40"
"170974:61","7","and so i'm just grateful that we don't have  to worry so much about my working or not but not both.","good bnb sentence",0,24,"Male","40"
"14163:45","7","they're, maybe they're a little more efficient, or have more to do  over that same time frame but not both.","good bnb sentence",1,25,"Male","40"
"127119:72","7","it, it seems like t i is pretty cut and dried with two, like, two or three levels but not both.","good bnb sentence",0.1,26,"Male","40"
"139715:64","7","it was al-, almost always at least one cat, sometimes, you know, like fifteen or twenty but not both.","good bnb sentence",0.2,27,"Male","40"
"137870:64","7","so the only thing i had  to decide on  was whether i wanted a c d  or not in the stereo system but not both.","good bnb sentence",0.09,28,"Male","40"
"166599:24","7","i'll just buy it somewhere else or not buy it at all but not both.","good bnb sentence",0,29,"Male","40"
"152387:44","7","i think you would be more willing  to either help that person or help it get accomplished but not both , you know.","good bnb sentence",1,30,"Male","40"
"81953:37","8","i mean you've got a little place on one side or the other but not both,","good bnb sentence",0.91,1,"Male","40"
"13362:27","8","uh, we've been doing this three or four minutes but not both.","good bnb sentence",0.12,2,"Male","40"
"14639:25","8","but, um, they have about four or five but not both different prices  now, that they're structuring it with ,","good bnb sentence",0.88,3,"Male","40"
"95657:81","8","i, i especially agree that if it's an area where they could cause somebody else, you know harm or injury but not both , absolutely.","bad bnb sentence",0.08,4,"Male","40"
"13033:62","8","and i never have figured out how he won, uh, entertainer of the year for about, three or four years in a row but not both .","good bnb sentence",0.1,5,"Male","40"
"91356:57","8","you know, but then when i went, um, for graduate work, you know, or for a new job , people said to me, you know, shippensburg state but not both,","bad bnb sentence",0.5,6,"Male","40"
"24807:72","8","or if you're going  to go the science route you can go to a target school that  specializes in science or art but not both.","good bnb sentence",0.07,7,"Male","40"
"4682:83","8","but, um, it's very frustrating. and, even, even with health food stores and stores where you can buy natural products or, uh, organic but not both, you know, materials, and foods and things .","good bnb sentence",0.08,8,"Male","40"
"160767:43","8","so much of it, is now just going  to service debt or you know, is going in, into, into programs but not both that, you know,","good bnb sentence",0.93,9,"Male","40"
"104287:70","8","and, um, i don't, i don't know if he's really serious about it yet or not, you know but not both,","bad bnb sentence",0.08,10,"Male","40"
"23676:18","8","you serve that yourself, or the, for a family but not both.","good bnb sentence",0.07,11,"Male","40"
"176448:17","8","they did that three or four years but not both before they did it with everybody.","bad bnb sentence",0.51,12,"Male","40"
"153868:23","8","so, it's, no fee, or subscription but not both either to read at my leisure","bad bnb sentence",0.08,13,"Male","40"
"30197:23","8","it would average out to thirty-five or forty dollars a night but not both which  is a reasonable rate.","good bnb sentence",0.89,14,"Male","40"
"52499:80","8","i don-, i don't think our prison system isn't set  up, where we, um, rehabilitate, or, you know, restore anybody but not both .","bad bnb sentence",0.09,15,"Male","40"
"46957:32","8","they're only going  to make like three or four thousand but not both.","bad bnb sentence",0.79,16,"Male","40"
"112263:70","8","but our favorite when you have a little more to spend  , is to go to taiwan or may dragon but not both.","good bnb sentence",0.83,17,"Male","40"
"112347:54","8","now, my kids didn't like it because they just wanted  to get plain old spaghetti or lasagna but not both,","good bnb sentence",0.89,18,"Male","40"
