Item_ID	Sentence
15459:47	i think i had some other, uh, like staying in shape or working out.
15579:66	i guess he was taking kevin costner to like the site where he was going --n40181c to be --n40182b or whatever.
15657:18	she cuts his foot off or something, you know.
15828:3	or is it.
15836:33	i don't know if it's been a deterrent or not, because we have, uh, just started --n400dad using it oh, for the past year or so.
15836:90	i don't know if it's been a deterrent or not, because we have, uh, just started --n400dad using it oh, for the past year or so.
16299:25	you have --n40262c to cut each thing or, you know, use the melon baller and stuff
16401:24	they're called --n404a0d moo goo leaves or something
16422:3	or just hand beat it.
16449:3	or after it's thickened i cook it for a good,
16455:3	or you can take it off and let it cool mumblex
16511:48	i mean, something she had collected --n406c92 out of woman's day or something.
16523:48	i think you couldn't make it with a hand whisk or, or a regular beater
16581:3	or y-,
16673:3	or you just like it.
16752:140	and you don't, because it doesn't have words, you know, you don't feel like, there's anything you have --n402abc to remember --n402acb, you know, as far as --n402aee singing a song or something like that or interpreting what they mean --n402b25
16752:152	and you don't, because it doesn't have words, you know, you don't feel like, there's anything you have --n402abc to remember --n402acb, you know, as far as --n402aee singing a song or something like that or interpreting what they mean --n402b25
16803:35	i didn't play, play jazz flute or anything like that,
16895:11	for east texas or something.
17349:18	they do kind of follow or, are similar.
17505:18	that one about the gypsies, or that, hunger
17510:3	or, s-, uh,
17650:131	that's why i like --n406cbb to watch that masterpiece theatre on channel thirteen --n406ce2, because they'll take a classic and, and, uh, televise it you know, put it into a viewing format, more or less.
17758:53	i haven't decided whether, whether i want --n400cde to play yet or not
17818:24	i usually only go about a mile or two.
17825:58	it's, it's tough on the joints if you jog on concrete, or on asphalt.
17829:56	suppose --n4024b9 to be much better if you find grass, uh, or, or dirt to jog on --n402510.
17859:69	but then i'll get tired of --n402ecb doing that, and maybe start --n402eea jogging again and go out about three or four nights a week.
17973:3	or do you watch, on t v.
17992:14	or, or richard simmons,
17994:3	or jane fonda.
18011:37	i don't know if he's still on any more or not,
18012:53	i don-, i don't know if i get e s p n or not.
18130:46	well, uh, pretty much spent most of my time either in the yard or at nurseries --n4000f7 buying stuff for the yard.
18182:39	i mean just, just scratching two or three inches was just a chore.
18197:49	um, where you live --n40189a is there a real high, uh, alkaline --n4018c5 or ash --n4018d4 content
18198:3	or,
18243:9	sprinkler systems or anything, uh, start --n4026dc to get real expensive because there's an awful lot of work that --n402717 has --n402722 to be done --n402735 chopping through the rock.
18245:67	and it, you know, no-,, not even, consider, considering a pool or anything like that,
18257:43	and, uh, i never really, messed with anything, uh, gardening or anything like that until now,
18302:57	i think it's, i think it only has about five or six more years to go --n403f84 because it's a, it's a really old bush,
18325:82	have you, have you, uh, done, um, done a lot of tree surgeon work on your trees or not.
18419:16	they have about two or three acres of land on lake front property, on a, on the side of a hill.
18501:69	but, um, the water usage, you know, they try --n408472 to limit --n408481, even though there's three or four streams that --n4084b0 flow into it,
18522:67	they don't, they don't even start --n408d7e growing until may, may or april, like after it's been raining for a few months.
18576:15	is it a two eighty-six or three eighty-six base machine.
18697:70	uh, there's no way that i could begin --n402c17 to process and keep up with the kinds of information or the magnitude of information that i need --n402c66 --n402c6d to, to try --n402c84 to do my job --n402c9b without them.
18787:67	i don't know if it's, the, if they've done it citywide yet --n400cfe or not where they have the color coded, uh, bags and, uh, bins --n400d49.
18798:25	and then you can either bundle your newspapers or put them in grocery bags.
18802:68	and the garbage men come by and, uh, collect them and leave us new bags when ours get old and ratty --n401275 or leave the ones if they're still in good shape.
18826:16	so anything like manuscripts or computer paper or so-, things like that goes in those boxes,
18826:23	so anything like manuscripts or computer paper or so-, things like that goes in those boxes,
19003:30	so, you know, if we have branches or something, they have --n405e8f to be cut --n405ea2 in four-foot lengths,
19079:83	and so i-, it --n407ae9's a real difficult choice whether we want styrofoam cups to fill up our landfills --n407b34 or, uh, china cups to use up our water --n407b6f.
