tgrep.id,proportion_goodsentence,Sentence_BNB,Mean,YMin,YMax,Opt_BNB,Better_BNB,Weird,Weird_Category,notes,
4874:87,0.777777778,"you know, and you look at our society, almost everyone out on the street that� has been in prison, has been in prison three or four times but not both.",0.276666667,0.096666667,0.463361111,TRUE,-,FALSE,-,,
122789:26,0.888888889,"uh, i was down at about four or five but not both quite awhile ago.",0.593333333,0.367527778,0.795638889,TRUE,-,TRUE,and_noncompete,,
122798:42,0.777777778,"i don't know if it's just because i like the game or i just like  to, to see the warm weather but not both.",0.478888889,0.253333333,0.679138889,TRUE,-,TRUE,downward_entailing,,
122805:19,0.888888889,"but there is usually two or three days in the week that you can get out there and play but not both ,",0.41,0.243305556,0.591194444,FALSE,"but there is usually two or three days  but not both in the week that you can get out there and play ,",TRUE,and_noncompete,,
122921:24,0.777777778,we used  to get four or five inches a year but not both.,0.558888889,0.361083333,0.743361111,TRUE,-,TRUE,and_noncompete,,
122984:94,0.333333333,"well, i know if they make the advances that they have been making , that, uh, maybe age will no longer, age or even physical, uh, abilities but not both may not be, uh, a barrier anymore.",0.45,0.267777778,0.643361111,TRUE,-,TRUE,downward_entailing,,
31165:126,0.684210526,"but, uh,  being one of these late in life mothers, i've listened to everybody else's, you know, complaints as to wha-, what 's the matter with either their kids or the school system but not both.",0.277368421,0.184684211,0.383157895,TRUE,-,FALSE,-,,
123350:27,0.666666667,i don't know that it would or wouldn't but not both.,0.818888889,0.672194444,0.935583333,TRUE,-,TRUE,downward_entailing,,
123561:35,0.333333333,i've never been a big saints fan until the last year or two but not both.,0.562222222,0.343333333,0.761138889,TRUE,-,TRUE,and_noncompete,,
19130:45,0.888888889,"and now that with gorbachev is introducing more, i guess, freedoms or expressions of freedom but not both, it doesn't look as though, you know, everybody's following the same pattern.",0.277777778,0.179972222,0.403361111,TRUE,-,FALSE,-,,
95445:55,0.777777778,"we use it more for just writing programs when we need to or, um, doing research, but not both, looking at the speech signal and then doing writing, and also as a just as a terminal,",0.277777778,0.094388889,0.478944444,TRUE,-,FALSE,-,,
4758:85,0.555555556,"and, i've come to the conclusion, and this is a pretty scary thought to me, even, that if a guy is convicted , or a gal is convicted but not both , of a crime, rather than put them in prison, because prison's proven� not to work, just let them go.",0.278888889,0.103305556,0.496888889,TRUE,-,FALSE,-,,
49539:30,0.555555556,they're worse than american cars i think or just as bad as far as resale goes but not both.,0.278888889,0.118861111,0.456694444,TRUE,-,FALSE,-,,
162817:63,1,"i, i know a lot of people around here sometimes have, like, mothers or grandmothers but not both that  take care of their kids",0.281111111,0.13775,0.46,TRUE,-,FALSE,-,,
124492:25,0.555555556,"there's was twins  there, or, you know skip williams but not both.",0.515555556,0.274277778,0.73675,TRUE,-,TRUE,disfluent_utterance,,
17825:58,0.444444444,"it's, it's tough on the joints if you jog on concrete, or on asphalt but not both.",0.281111111,0.117666667,0.456694444,TRUE,-,FALSE,-,,
124658:85,0.666666667,"it 's hard to put the finger on, uh, what 's worse, you know, the acid rain situation or the ozone depletion but not both, um, with, uh, your hydrocarbons, uh causing the damage in which,",0.271111111,0.138861111,0.415583333,TRUE,-,TRUE,and_noncompete,,
125273:30,0.222222222,it doesn't have the coup de ville  or the sedan de ville  squareness but not both.,0.512222222,0.264333333,0.767861111,TRUE,-,TRUE,downward_entailing,,
125370:17,0.666666667,has that been the cutlass or the sierra but not both.,0.482222222,0.265472222,0.73225,TRUE,-,TRUE,downward_entailing,,
111864:66,0.777777778,"so sometimes we drive for a couple hundred miles until we find a wendy's, because it's all either mcdonald's or dairy queens but not both,",0.283333333,0.115444444,0.494444444,TRUE,-,FALSE,-,,
159334:42,0.666666667,"and, you know, it  was very difficult for either them or my grandfather but not both to take care of her since she was, uh, you know, could not do very much for herself after the stroke.",0.286666667,0.114444444,0.506722222,TRUE,-,FALSE,-,,
19289:87,0,"but i don't believe that he, in this first pass around, you know,  being the first one  to really turn things around or attempt  to but not both is going  to be allowed  to get away with it either.",0.291111111,0.13775,0.491138889,TRUE,-,FALSE,-,,
12595:51,0.666666667,"so i can't say whether that, that i'm pro israel or anti israel but not both.",0.795555556,0.635555556,0.923361111,TRUE,-,TRUE,downward_entailing,,
125982:22,0.666666667,"my electrical system shorted out like two or three times but not both,",0.598888889,0.404416667,0.752222222,TRUE,-,TRUE,and_noncompete,,
1214:60,1,"i put a stop to some of them as far as the door to door, either religious groups, or people peddling products but not both.",0.293333333,0.12775,0.481138889,TRUE,-,FALSE,-,,
126179:58,0.444444444,"i'm going  to do it right, and see if i can actually play this game or not but not both.",0.462222222,0.154444444,0.745583333,TRUE,-,TRUE,and_noncompete,,
126265:70,0.555555556,"well, it, it, it usually takes me about probably two, two or three but not both  to get it there",0.421111111,0.155527778,0.703333333,TRUE,-,TRUE,and_noncompete,,
75697:37,0.555555556,"and since that time everybody's got some sort of burglar system or, you know, uh, burglar alarms but not both uh, and including the out, uh, the outer perimeter type, uh, devices, sensors and things like that.",0.293333333,0.091111111,0.538916667,TRUE,-,FALSE,-,,
97501:39,0.777777778,"and i think every woman ought� to deal with it or, ought� to at least be exposed� to it but not both,",0.293333333,0.074416667,0.523361111,TRUE,-,FALSE,-,,
126348:129,0.555555556,"i guess in some cases they just consider  pickup your, your phone and, and, and not let you use your phone for a while whether you hang up on them or not but not both.",0.821111111,0.695527778,0.921111111,TRUE,-,TRUE,disfluent_utterance,,
126359:33,0.444444444,no nine hundred numbers can be dialed  from my phone or received but not both .,0.411111111,0.182194444,0.651194444,TRUE,-,TRUE,downward_entailing,,
39760:67,0.888888889,"and we have a share alike column in the paper, where people, you know, write in and share recipes or write in and say i'm looking for this recipe but not both ,",0.294444444,0.096666667,0.505611111,TRUE,-,FALSE,-,,
126911:45,0.666666667,"now, that's one i have watched , oh, six or eight times but not both.",0.753333333,0.528805556,0.944444444,TRUE,-,TRUE,and_noncompete,,
43671:48,0.444444444,it 's hard to find movies that� aren't terrible violent or terribly bunch of sex but not both going on anymore.,0.294444444,0.104444444,0.504444444,TRUE,-,FALSE,-,,
127140:45,0.777777778,"and then there's kind of the, the branch manager level or marketing people that  kind of do that middle thing but not both.",0.4,0.241111111,0.586666667,FALSE,"and then there's kind of the, the branch manager level or marketing people but not both that  kind of do that middle thing.",TRUE,-,,
127327:49,0.666666667,"i wonder how they're going  to get through the winter. food wise or any wise but not both ,",0.173333333,0.08775,0.267805556,TRUE,-,FALSE,-,,
76421:21,0.888888889,"i think in this area or most all areas they use, you know, for ticks and fleas but not both.",0.294444444,0.113305556,0.494472222,TRUE,-,FALSE,-,,
82982:71,1,"and, and, you think, if i wasn't here he'd be learning that from a baby-sitter or from a day care but not both.",0.294444444,0.121055556,0.492222222,TRUE,-,FALSE,-,,
127545:21,0.666666667,"and i'd ride about two or three miles a day but not both,",0.664444444,0.484305556,0.810055556,TRUE,-,TRUE,and_noncompete,,
127555:91,0.666666667,"and no matter what the weather is  they can walk at a pretty good clip and, and not have  to worry about the weather summer or winter but not both.",0.488888889,0.322222222,0.662305556,TRUE,-,TRUE,downward_entailing,,
163335:87,0.777777778,"uh, our policies and procedures manual, uh, the furthest it goes  about drugs is in the, kind of the miscellaneous section, or its reasons for immediate dismissal but not both,",0.298888889,0.117777778,0.507777778,TRUE,-,FALSE,-,,
152622:62,0.777777778,"uh, my, my opinion of taxes is that we just send money to washington or to the state but not both and they say they are going  to send some back,",0.3,0.124444444,0.49,TRUE,-,FALSE,-,,
60245:66,0.555555556,"but i think that for me, well, my husband just has completely nixed the idea of having a dog or a cat but not both.",0.301111111,0.113305556,0.544444444,TRUE,-,FALSE,-,,
128489:81,0.666666667,"but if you do some basic exercises and you say every morning, just like brushing your teeth you're going  to spend fifteen minutes or a half hour but not both.",0.597777778,0.357638889,0.835555556,TRUE,-,TRUE,and_noncompete,,
49833:71,0.777777778,"but they would go out and try� to go for, uh, the best people and then mold them into different areas or find their natural niche but not both.",0.303333333,0.134444444,0.507805556,TRUE,-,FALSE,-,,
128736:29,0.333333333,but we never actually went out and measured anything or did anything on one system but not both.,0.408888889,0.203305556,0.645611111,TRUE,-,TRUE,downward_entailing,,
98870:28,0.555555556,"in this country, and for example with alcohol or with drugs but not both is, we don't seem� to understand how to handle it as a society to say okay, it is okay under these circumstances, but if you step outside these bounds, the punishment is extreme .",0.303333333,0.125527778,0.525583333,TRUE,-,FALSE,-,,
55769:54,0.444444444,"but usually, when i go into the hot tub� before i go� swimming, or when i come out but not both , i'm totally relaxed when i go home .",0.304444444,0.103305556,0.537861111,TRUE,-,FALSE,-,,
155051:35,0.888888889,"well, how to you handle that, the long range or medium range planning on finances but not both .",0.305555556,0.113305556,0.514555556,TRUE,-,FALSE,-,,
27828:55,0.666666667,"our generation was, uh, so in tuned to music of that time that we identify goodness or badness but not both  with, uh, things now with the music that 's behinds them.",0.305555556,0.111083333,0.55225,TRUE,-,FALSE,-,,
129330:26,0.555555556,"but, unemployment  now in dallas, or in texas but not both is up around six point,",0.267777778,0.134444444,0.445583333,TRUE,-,FALSE,-,,
110391:68,0.777777778,"well, and i think a lot of companies are realizing this and offering more opportunities as far as like job sharing or, you know, even having a day care on site but not both and that kind of stuff,",0.308888889,0.146666667,0.504472222,TRUE,-,FALSE,-,,
129802:73,0.888888889,"well, they can't, they can, i think  in the punishment phase but not in the guilt or innocence but not both because he hasn't been, he hasn't been found  guilty of it.",0.571111111,0.441111111,0.710027778,TRUE,-,TRUE,downward_entailing,,
129837:27,0.333333333,"and just depending on whether you say yes or no but not both, uh, you, you can give him capital punishment",0.736666667,0.564444444,0.884472222,TRUE,-,TRUE,and_noncompete,,
129876:44,0.5625,"i mean, i don't know whether i'd stay in prison or not but not both.",0.68875,0.52496875,0.842515625,TRUE,-,TRUE,and_noncompete,,
130040:62,0.666666667,"well, i found out after  washing out many a peanut butter jar that they're not a recycling number one or two but not both.",0.62,0.401111111,0.821166667,TRUE,-,TRUE,downward_entailing,,
